filename,n_bytes,raw_write_rate_mibs,net_write_rate_mibs,created
lfric_ppscreen.nc,1394639367,1260.862,1019.099,2025-11-27 18:22:30.210320
lfric_bg_for_hofx.nc,37779248424,1210.293,1019.415,2025-11-27 18:22:30.210320
lfric_bg_for_land_hofx.nc,60337359,787.542,554.475,2025-11-27 18:22:30.210320
lfric_initial.nc,886433697,1397.486,1058.597,2025-11-27 18:22:30.210320
lfric_ppvar_2021060200-2021060201.nc,1314022020,1143.375,958.867,2025-11-27 18:31:24.293325
lfric_ppvar_2021060201-2021060202.nc,1314022020,1612.02,1271.748,2025-11-27 18:31:24.293325
lfric_gl_std_levs_diags_1hr_2021060200-2021060203.nc,1573424674,430.768,385.693,2025-11-27 18:31:24.293325
lfric_gl_std_levs_diags_3hr_2021060200-2021060203.nc,114693348,1952.941,1204.092,2025-11-27 18:31:24.293325
lfric_gl_model_levs_diags_1hr_2021060200-2021060203.nc,5919016625,1422.986,1124.686,2025-11-27 18:31:24.293325
lfric_ppvar_2021060202-2021060203.nc,1314022020,1535.945,1200.267,2025-11-27 18:31:24.293325
lfric_ppvar_2021060203-2021060204.nc,1314022020,1928.299,1476.454,2025-11-27 18:31:24.293325
lfric_name_2021060200-2021060203.nc,862536694,1429.765,1116.183,2025-11-27 18:31:24.293325
lfric_ppvar_2021060204-2021060205.nc,1314022020,1621.718,1285.452,2025-11-27 18:31:24.293325
lfric_gl_model_levs_diags_3hr_2021060200-2021060203.nc,464964589,1566.78,1244.147,2025-11-27 18:31:24.293325
lfric_gl_std_levs_diags_1hr_2021060203-2021060206.nc,1573424674,493.493,443.622,2025-11-27 18:31:24.293325
lfric_gl_std_levs_diags_3hr_2021060203-2021060206.nc,114693348,1875.417,1189.172,2025-11-27 18:31:24.293325
lfric_gl_model_levs_diags_1hr_2021060203-2021060206.nc,5919016625,1424.508,1155.48,2025-11-27 18:31:24.293325
lfric_ppvar_2021060205-2021060206.nc,1314022020,1500.653,1199.477,2025-11-27 18:31:24.293325
lfric_ppvar_2021060206-2021060207.nc,1314022020,1665.376,1288.078,2025-11-27 18:31:24.293325
lfric_name_2021060203-2021060206.nc,862536694,1131.746,910.866,2025-11-27 18:31:24.293325
lfric_ppvar_2021060207-2021060208.nc,1314022020,1703.299,1331.805,2025-11-27 18:31:24.293325
lfric_gl_model_levs_diags_3hr_2021060203-2021060206.nc,464964589,1437.605,1151.121,2025-11-27 18:31:24.293325
lfric_gl_std_levs_diags_1hr_2021060206-2021060209.nc,1573424674,438.334,400.398,2025-11-27 18:31:24.293325
lfric_gl_std_levs_diags_3hr_2021060206-2021060209.nc,114693348,1705.86,1142.11,2025-11-27 18:31:24.293325
lfric_gl_model_levs_diags_1hr_2021060206-2021060209.nc,5919016625,1340.447,1092.236,2025-11-27 18:31:24.293325
lfric_ppvar_2021060208-2021060209.nc,1314022020,1231.907,1021.076,2025-11-27 18:31:24.293325
lfric_ppvar_2021060209-2021060210.nc,1314022020,1463.466,1182.865,2025-11-27 18:31:24.293325
lfric_name_2021060206-2021060209.nc,862536694,1291.486,1003.992,2025-11-27 18:31:24.293325
lfric_ppvar_2021060210-2021060211.nc,1314022020,1460.556,1177.345,2025-11-27 18:31:24.293325
lfric_gl_model_levs_diags_3hr_2021060206-2021060209.nc,464964589,1558.01,1227.148,2025-11-27 18:31:24.293325
lfric_gl_std_levs_diags_1hr_2021060209-2021060212.nc,1573424674,428.055,393.143,2025-11-27 18:31:24.293325
lfric_gl_std_levs_diags_3hr_2021060209-2021060212.nc,114693348,1716.966,1133.438,2025-11-27 18:31:24.293325
lfric_gl_model_levs_diags_1hr_2021060209-2021060212.nc,5919016625,1370.507,1126.492,2025-11-27 18:31:24.293325
